Contig	LCAStar	LCAStar_p	LCAStar_dist	LCAStar_WTD	Majority	Majority_p	Majority_dist	Majority_WTD	LCASquared	LCASquared_dist	LCASquared_WTD	Original
GEBA_SAG_AAA255_C06_69	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_44	candidate division OP1 bacterium SCGC AAA255-C06	0.047	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.047	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_45	candidate division OP1 bacterium SCGC AAA255-C06	0.004	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.004	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_64	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_65	Bacteria	0.306	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Monera	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_48	candidate division OP1 bacterium SCGC AAA255-C06	0.004	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.004	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_67	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_60	Bacteria	0.019	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_61	Bacteria	0.019	4	-0.234375	Clostridiaceae bacterium L21-TH-D2	1.0	10	-0.48046875	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_57	candidate division OP1 bacterium SCGC AAA255-C06	0.019	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.165	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_63	candidate division OP1 bacterium SCGC AAA255-C06	0.008	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.008	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_62	Bacteria	0.004	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_51	candidate division OP1 bacterium SCGC AAA255-C06	0.004	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.004	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_9	candidate division OP1 bacterium SCGC AAA255-C06	0.028	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.028	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_8	candidate division OP1 bacterium SCGC AAA255-C06	0.0	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.0	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_53	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.306	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_36	Bacteria	0.047	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Monera	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_66	candidate division OP1 bacterium SCGC AAA255-C06	0.165	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.165	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_4	candidate division OP1 bacterium SCGC AAA255-C06	0.165	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.165	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_7	candidate division OP1 bacterium SCGC AAA255-C06	0.002	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.002	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_6	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	Monera	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_1	candidate division OP1 bacterium SCGC AAA255-C06	0.009	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.009	0	0	Monera	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_79	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_3	candidate division OP1 bacterium SCGC AAA255-C06	0.003	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.003	0	0	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_2	candidate division OP1 bacterium SCGC AAA255-C06	0.001	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.001	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_5	candidate division OP1 bacterium SCGC AAA255-C06	0.028	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.028	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_84	Not yet classified (Prokaryotae)	0.56	3	-0.109375	Candidatus Poribacteria sp. WGA-4E	1.0	5	-0.203125	Monera	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_52	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.088	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_82	Bacteria	0.096	4	-0.234375	root	1.0	7	-1.984375	root	7	-1.984375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_83	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_80	candidate division OP1 bacterium SCGC AAA255-C06	0.096	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.096	0	0	Acetothermia bacterium SCGC AAA255-C06	0	0	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_81	Bacteria	0.019	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06	0.56	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_68	Bacteria	0.306	4	-0.234375	Methanomethylovorans hollandica	1.0	12	-0.98046875	Monera	5	-0.484375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C06_32	candidate division OP1 bacterium SCGC AAA255-C06	0.024	0	0	candidate division OP1 bacterium SCGC AAA255-C06	0.024	0	0	Bacteria	4	-0.234375	candidate division OP1 bacterium SCGC AAA255-C06
GEBA_SAG_AAA255_C20_82	Bacteria	0.001	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20	0.165	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_83	unclassified candidate division KSB1	0.165	5	-0.203125	unclassified candidate division KSB1	0.165	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_80	candidate division KSB1 bacterium SCGC AAA255-C20	0.041	0	0	candidate division KSB1 bacterium SCGC AAA255-C20	0.041	0	0	Cloacimonetes bacterium SCGC AAA255-C20	0	0	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_81	Not yet classified (Prokaryotae)	0.096	3	-0.109375	unclassified candidate division KSB1	1.0	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_86	unclassified candidate division KSB1	0.306	5	-0.203125	unclassified candidate division KSB1	0.306	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_87	unclassified candidate division KSB1	0.654	5	-0.203125	unclassified candidate division KSB1	0.654	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_84	unclassified candidate division KSB1	0.088	5	-0.203125	unclassified candidate division KSB1	0.088	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_85	candidate division KSB1 bacterium SCGC AAA255-C20	0.004	0	0	candidate division KSB1 bacterium SCGC AAA255-C20	0.004	0	0	Cloacimonetes bacterium SCGC AAA255-C20	0	0	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_88	unclassified candidate division KSB1	0.165	5	-0.203125	unclassified candidate division KSB1	0.165	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_89	Bacteria	0.004	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-N05	1.0	2	-0.03125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_91	unclassified candidate division KSB1	0.041	5	-0.203125	unclassified candidate division KSB1	0.041	5	-0.203125	unclassified candidate division KSB1	5	-0.203125	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_90	Bacteria	0.019	4	-0.234375	Arcticibacter svalbardensis	1.0	11	-0.482421875	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_93	unclassified candidate division KSB1	0.165	5	-0.203125	unclassified candidate division KSB1	0.165	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_92	candidate division KSB1 bacterium SCGC AAA252-O17	0.096	2	-0.03125	candidate division KSB1 bacterium SCGC AAA252-O17	0.096	2	-0.03125	Cloacimonetes bacterium SCGC AAA252-O17	2	-0.03125	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_95	unclassified candidate division KSB1	0.047	5	-0.203125	unclassified candidate division KSB1	0.047	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_94	candidate division KSB1 bacterium SCGC AAA255-C20	None	0	0	candidate division KSB1 bacterium SCGC AAA255-C20	None	0	0	Cloacimonetes bacterium SCGC AAA255-C20	0	0	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_97	Bacteria	0.306	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-B16	1.0	2	-0.03125	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_96	Not yet classified (Prokaryotae)	0.019	3	-0.109375	unclassified candidate division KSB1	1.0	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_99	unclassified candidate division KSB1	None	5	-0.203125	unclassified candidate division KSB1	None	5	-0.203125	unclassified candidate division KSB1	5	-0.203125	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_98	unclassified Cloacimonetes	0.306	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-C20	0.56	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_19	Not yet classified (Prokaryotae)	0.0	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-O17	0.437	2	-0.03125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_18	Not yet classified (Prokaryotae)	0.0	3	-0.109375	unclassified candidate division KSB1	0.526	5	-0.203125	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_11	Not yet classified (Prokaryotae)	0.013	3	-0.109375	unclassified candidate division KSB1	0.41	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_10	Bacteria	0.008	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20	0.56	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_13	unclassified candidate division KSB1	0.024	5	-0.203125	unclassified candidate division KSB1	0.024	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_12	candidate division KSB1 bacterium SCGC AAA252-M08	0.019	2	-0.03125	candidate division KSB1 bacterium SCGC AAA252-M08	0.019	2	-0.03125	Cloacimonetes bacterium SCGC AAA252-M08	2	-0.03125	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_15	unclassified candidate division KSB1	0.046	5	-0.203125	unclassified candidate division KSB1	0.046	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_14	Not yet classified (Prokaryotae)	0.009	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20	0.739	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_17	Not yet classified (Prokaryotae)	0.003	3	-0.109375	unclassified candidate division KSB1	0.086	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_16	candidate division KSB1 bacterium SCGC AAA255-C20	0.0	0	0	candidate division KSB1 bacterium SCGC AAA255-C20	0.0	0	0	root	7	-1.984375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_24	unclassified Cloacimonetes	0.005	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-C20	0.526	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_25	unclassified candidate division KSB1	0.001	5	-0.203125	unclassified candidate division KSB1	0.001	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_26	Not yet classified (Prokaryotae)	0.009	3	-0.109375	unclassified candidate division KSB1	0.05	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_27	Not yet classified (Prokaryotae)	0.165	3	-0.109375	unclassified candidate division KSB1	0.56	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_20	unclassified Cloacimonetes	0.0	1	-0.015625	candidate division KSB1 bacterium SCGC AAA252-L05	0.781	2	-0.03125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_21	Not yet classified (Prokaryotae)	0.0	3	-0.109375	unclassified candidate division KSB1	0.015	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_22	unclassified candidate division KSB1	0.0	5	-0.203125	unclassified candidate division KSB1	0.0	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_23	Bacteria	0.0	4	-0.234375	unclassified candidate division KSB1	0.16	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_28	unclassified candidate division KSB1	0.0	5	-0.203125	unclassified candidate division KSB1	0.0	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_29	Not yet classified (Prokaryotae)	0.001	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20	0.705	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_33	Bacteria	0.0	4	-0.234375	unclassified candidate division KSB1	0.41	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_32	unclassified candidate division KSB1	0.027	5	-0.203125	unclassified candidate division KSB1	0.027	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_31	unclassified candidate division KSB1	0.047	5	-0.203125	unclassified candidate division KSB1	0.047	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_30	Not yet classified (Prokaryotae)	0.001	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20	0.563	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_37	unclassified candidate division KSB1	0.0	5	-0.203125	unclassified candidate division KSB1	0.0	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_36	unclassified Cloacimonetes	0.076	1	-0.015625	candidate division KSB1 bacterium SCGC AAA252-O17	0.125	2	-0.03125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_35	unclassified candidate division KSB1	0.165	5	-0.203125	unclassified candidate division KSB1	0.165	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_34	unclassified candidate division KSB1	0.306	5	-0.203125	unclassified candidate division KSB1	0.306	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_39	Not yet classified (Prokaryotae)	0.024	3	-0.109375	unclassified candidate division KSB1	1.0	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_38	unclassified candidate division KSB1	0.0	5	-0.203125	unclassified candidate division KSB1	0.0	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_119	Not yet classified (Prokaryotae)	0.165	3	-0.109375	unclassified candidate division KSB1	0.56	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_118	Not yet classified (Prokaryotae)	0.41	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20	1.0	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_115	Bacteria	0.019	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-O17	1.0	2	-0.03125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_114	unclassified Cloacimonetes	0.56	1	-0.015625	candidate division KSB1 bacterium SCGC AAA252-M08	1.0	2	-0.03125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_117	Bacteria	0.096	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20	1.0	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_116	Not yet classified (Prokaryotae)	0.096	3	-0.109375	unclassified candidate division KSB1	1.0	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_111	unclassified candidate division KSB1	0.096	5	-0.203125	unclassified candidate division KSB1	0.096	5	-0.203125	unclassified candidate division KSB1	5	-0.203125	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_110	unclassified candidate division KSB1	None	5	-0.203125	unclassified candidate division KSB1	None	5	-0.203125	unclassified candidate division KSB1	5	-0.203125	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_113	Bacteria	0.096	4	-0.234375	Eubacteriaceae bacterium OBRC8	1.0	11	-0.482421875	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_112	unclassified candidate division KSB1	0.56	5	-0.203125	unclassified candidate division KSB1	0.56	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_108	unclassified candidate division KSB1	0.56	5	-0.203125	unclassified candidate division KSB1	0.56	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_109	candidate division KSB1 bacterium SCGC AAA255-C20	None	0	0	candidate division KSB1 bacterium SCGC AAA255-C20	None	0	0	Cloacimonetes bacterium SCGC AAA255-C20	0	0	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_102	unclassified candidate division KSB1	0.041	5	-0.203125	unclassified candidate division KSB1	0.041	5	-0.203125	unclassified candidate division KSB1	5	-0.203125	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_103	unclassified Cloacimonetes	0.56	1	-0.015625	unclassified candidate division KSB1	1.0	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_100	Bacteria	0.041	4	-0.234375	unclassified candidate division KSB1	1.0	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA255-C20
GEBA_SAG_AAA255_C20_101	candidate division KSB1 bacterium SCGC AAA255-B16	0.096	2	-0.03125	candidate division KSB1 bacterium SCGC AAA255-B16	0.096	2	-0.03125	Cloacimonetes bacterium SCGC AAA255-B16	2	-0.03125	candidate division KSB1 bacterium SCGC AAA255-C20
